,processed_variants,f_measure,fitness,precision,no_model_change,variant
0,0,0.9054621135035568,0.8272551591630073,1.0,,
1,1,0.8190208569536389,0.8206880348652904,0.8173604388512423,False,"(('T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T06 Determine necessity of stop advice'), <InfixType.NOT_AN_INFIX: 4>)"
2,2,0.8190208569536389,0.8206880348652904,0.8173604388512423,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T06 Determine necessity of stop advice'), <InfixType.NOT_AN_INFIX: 4>)"
3,3,0.8190208569536389,0.8206880348652904,0.8173604388512423,True,"(('T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication'), <InfixType.NOT_AN_INFIX: 4>)"
4,4,0.8530079802778077,0.8580985037098191,0.8479774979908921,False,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.NOT_AN_INFIX: 4>)"
5,5,0.7926714701633123,0.917135260695331,0.6979527819052336,False,"(('Confirmation of receipt',), <InfixType.NOT_AN_INFIX: 4>)"
6,6,0.6239238003102315,0.9568394267687558,0.4628746287462875,False,"(('Confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.NOT_AN_INFIX: 4>)"
7,7,0.6239238003102315,0.9568394267687558,0.4628746287462875,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T05 Print and send confirmation of receipt'), <InfixType.NOT_AN_INFIX: 4>)"
8,8,0.6239238003102315,0.9568394267687558,0.4628746287462875,True,"(('T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.NOT_AN_INFIX: 4>)"
9,9,0.6239238003102315,0.9568394267687558,0.4628746287462875,True,"(('Confirmation of receipt', 'T06 Determine necessity of stop advice', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T10 Determine necessity to stop indication'), <InfixType.NOT_AN_INFIX: 4>)"
