,processed_variants,f_measure,fitness,precision,no_model_change,variant
0,0,0.9054621135035568,0.8272551591630073,1.0,,
1,1,0.9054621135035568,0.8272551591630073,1.0,True,"(('T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T06 Determine necessity of stop advice'), <InfixType.PROPER_INFIX: 1>)"
2,2,0.9054621135035568,0.8272551591630073,1.0,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T06 Determine necessity of stop advice'), <InfixType.PREFIX: 2>)"
3,3,0.9054621135035568,0.8272551591630073,1.0,True,"(('T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication'), <InfixType.POSTFIX: 3>)"
4,4,0.9319377356174676,0.8767793832672262,0.9945020420986491,False,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.NOT_AN_INFIX: 4>)"
5,5,0.8409365129785814,0.9260337303056619,0.770162932790224,False,"(('Confirmation of receipt',), <InfixType.NOT_AN_INFIX: 4>)"
6,6,0.7907953917199628,0.9602020109845449,0.6722003577817531,False,"(('Confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.NOT_AN_INFIX: 4>)"
7,7,0.7907953917199628,0.9602020109845449,0.6722003577817531,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T05 Print and send confirmation of receipt'), <InfixType.NOT_AN_INFIX: 4>)"
8,8,0.7907953917199628,0.9602020109845449,0.6722003577817531,True,"(('T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.POSTFIX: 3>)"
9,9,0.7907953917199628,0.9602020109845449,0.6722003577817531,True,"(('Confirmation of receipt', 'T06 Determine necessity of stop advice', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T10 Determine necessity to stop indication'), <InfixType.NOT_AN_INFIX: 4>)"
10,10,0.7907953917199628,0.9602020109845449,0.6722003577817531,True,"(('T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.POSTFIX: 3>)"
11,11,0.7907953917199628,0.9602020109845449,0.6722003577817531,True,"(('T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T04 Determine confirmation of receipt'), <InfixType.PROPER_INFIX: 1>)"
12,12,0.7966268958642208,0.9706421009299354,0.6755206119847004,False,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T11 Create document X request unlicensed', 'T12 Check document X request unlicensed', 'T14 Determine document X request unlicensed', 'T15 Print document X request unlicensed'), <InfixType.NOT_AN_INFIX: 4>)"
13,13,0.7966268958642208,0.9706421009299354,0.6755206119847004,True,"(('T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T05 Print and send confirmation of receipt'), <InfixType.POSTFIX: 3>)"
14,14,0.7966268958642208,0.9706421009299354,0.6755206119847004,True,"(('Confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt'), <InfixType.PREFIX: 2>)"
15,15,0.7966268958642208,0.9706421009299354,0.6755206119847004,True,"(('T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt'), <InfixType.PROPER_INFIX: 1>)"
16,16,0.7966268958642208,0.9706421009299354,0.6755206119847004,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T04 Determine confirmation of receipt'), <InfixType.PREFIX: 2>)"
17,17,0.7966268958642208,0.9706421009299354,0.6755206119847004,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T10 Determine necessity to stop indication'), <InfixType.NOT_AN_INFIX: 4>)"
18,18,0.7966268958642208,0.9706421009299354,0.6755206119847004,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication'), <InfixType.PREFIX: 2>)"
19,19,0.7966268958642208,0.9706421009299354,0.6755206119847004,True,"(('Confirmation of receipt', 'T06 Determine necessity of stop advice', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.PREFIX: 2>)"
20,20,0.7966268958642208,0.9706421009299354,0.6755206119847004,True,"(('T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T10 Determine necessity to stop indication'), <InfixType.POSTFIX: 3>)"
21,21,0.7966268958642208,0.9706421009299354,0.6755206119847004,True,"(('T06 Determine necessity of stop advice', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.PROPER_INFIX: 1>)"
22,22,0.7966268958642208,0.9706421009299354,0.6755206119847004,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T06 Determine necessity of stop advice', 'T05 Print and send confirmation of receipt', 'T10 Determine necessity to stop indication'), <InfixType.NOT_AN_INFIX: 4>)"
23,23,0.7966268958642208,0.9706421009299354,0.6755206119847004,True,"(('T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication'), <InfixType.PROPER_INFIX: 1>)"
24,24,0.7966268958642208,0.9706421009299354,0.6755206119847004,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T04 Determine confirmation of receipt', 'T10 Determine necessity to stop indication', 'T05 Print and send confirmation of receipt'), <InfixType.NOT_AN_INFIX: 4>)"
25,25,0.8165212927705287,0.9718664515591585,0.703993504096848,False,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T06 Determine necessity of stop advice'), <InfixType.NOT_AN_INFIX: 4>)"
26,26,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.PREFIX: 2>)"
27,27,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T16 Report reasons to hold request', 'T17 Check report Y to stop indication', 'T19 Determine report Y to stop indication', 'T20 Print report Y to stop indication'), <InfixType.NOT_AN_INFIX: 4>)"
28,28,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('Confirmation of receipt', 'T06 Determine necessity of stop advice', 'T02 Check confirmation of receipt', 'T10 Determine necessity to stop indication', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.NOT_AN_INFIX: 4>)"
29,29,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.PROPER_INFIX: 1>)"
30,30,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T11 Create document X request unlicensed', 'T12 Check document X request unlicensed', 'T14 Determine document X request unlicensed'), <InfixType.PROPER_INFIX: 1>)"
31,31,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T11 Create document X request unlicensed', 'T12 Check document X request unlicensed', 'T14 Determine document X request unlicensed'), <InfixType.PREFIX: 2>)"
32,32,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T11 Create document X request unlicensed', 'T12 Check document X request unlicensed', 'T14 Determine document X request unlicensed', 'T15 Print document X request unlicensed'), <InfixType.NOT_AN_INFIX: 4>)"
33,33,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T04 Determine confirmation of receipt', 'T10 Determine necessity to stop indication'), <InfixType.PREFIX: 2>)"
34,34,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T06 Determine necessity of stop advice', 'T05 Print and send confirmation of receipt'), <InfixType.PREFIX: 2>)"
35,35,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T06 Determine necessity of stop advice', 'T07-1 Draft intern advice aspect 1', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T05 Print and send confirmation of receipt'), <InfixType.NOT_AN_INFIX: 4>)"
36,36,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('Confirmation of receipt', 'T02 Check confirmation of receipt', 'T06 Determine necessity of stop advice', 'T07-1 Draft intern advice aspect 1', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.NOT_AN_INFIX: 4>)"
37,37,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('Confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T02 Check confirmation of receipt', 'T03 Adjust confirmation of receipt', 'T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt'), <InfixType.NOT_AN_INFIX: 4>)"
38,38,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('Confirmation of receipt', 'T06 Determine necessity of stop advice'), <InfixType.PREFIX: 2>)"
39,39,0.8165212927705287,0.9718664515591585,0.703993504096848,True,"(('T02 Check confirmation of receipt', 'T04 Determine confirmation of receipt', 'T05 Print and send confirmation of receipt', 'T06 Determine necessity of stop advice', 'T10 Determine necessity to stop indication', 'T11 Create document X request unlicensed', 'T12 Check document X request unlicensed', 'T14 Determine document X request unlicensed', 'T15 Print document X request unlicensed'), <InfixType.POSTFIX: 3>)"
